19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating ERROR level on Logger[org.eclipse.jetty.util.component.AbstractLifeCycle] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.hibernate.validator.internal.util.Version] to WARN
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating WARN level on Logger[org.hibernate.validator.internal.util.Version] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.springframework.boot.actuate.autoconfigure.CrshAutoConfiguration] to WARN
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating WARN level on Logger[org.springframework.boot.actuate.autoconfigure.CrshAutoConfiguration] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting additivity of logger [org.springframework.boot.actuate.endpoint.jmx] to false
19:17:01,743 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [DEBUG_LEVEL_REMAPPER] to Logger[org.springframework.boot.actuate.endpoint.jmx]
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting additivity of logger [org.thymeleaf] to false
19:17:01,743 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [DEBUG_LEVEL_REMAPPER] to Logger[org.thymeleaf]
19:17:01,744 |-INFO in ch.qos.logback.core.joran.util.ConfigurationWatchListUtil@21588809 - Adding [jar:file:/usr/local/games/mallBusi/account-sevice-0.0.1-SNAPSHOT.jar!/BOOT-INF/lib/spring-boot-1.5.2.RELEASE.jar!/org/springframework/boot/logging/logback/console-appender.xml] to configuration watch list.
